orderid,customerid,noguest,tableno,intime,outtime,dinetypeid,paymentid,total,discount,netpay,vat,isposted,username
211,ZM1,3,5,2002-01-30 19:58:00,2002-01-30 20:30:00,EI,CHK,760.00,0.00,760.00,49.72,false,dbo
212,ZM1,2,7,2002-01-31 11:07:00,2002-01-31 13:08:00,EI,MC,290.00,14.50,275.50,18.02,false,dbo
213,PH1,2,5,2002-01-31 18:57:00,2002-01-31 19:31:00,EI,AMEX,1020.00,0.00,1020.00,66.73,false,dbo
214,ZF1,1,2,2002-01-31 19:26:00,2002-01-31 20:15:00,EI,CASH,280.00,0.00,280.00,18.32,false,dbo
215,ZM1,4,1,2002-02-01 11:17:00,2002-02-01 11:48:00,EI,MC,400.00,12.50,387.50,25.35,false,dbo
216,ZF1,2,3,2002-02-01 11:36:00,2002-02-01 13:30:00,EI,MC,555.00,22.75,532.25,34.82,false,dbo
217,CS1,2,2,2002-02-01 12:25:00,2002-02-01 14:39:00,EI,CASH,300.00,0.00,300.00,19.63,false,dbo
218,ZM1,2,4,2002-02-01 18:47:00,2002-02-01 19:55:00,EI,CASH,650.00,0.00,650.00,42.52,false,dbo
219,ZF1,5,3,2002-02-01 19:36:00,2002-02-01 21:11:00,EI,MC,1520.00,142.00,1378.00,90.15,false,dbo
220,ZM1,1,0,2002-02-01 19:56:00,2002-02-01 20:12:00,TG,CASH,140.00,0.00,140.00,9.16,false,dbo
221,ZF1,2,1,2002-02-01 20:12:00,2002-02-01 22:21:00,EI,CASH,365.00,0.00,365.00,23.88,false,dbo
222,PJ1,2,2,2002-02-01 20:20:00,2002-02-01 21:57:00,EI,MC,250.00,7.50,242.50,15.86,false,dbo
223,PJ1,3,4,2002-02-02 10:42:00,2002-02-02 11:14:00,EI,MC,295.00,14.75,280.25,18.33,false,dbo
224,RH1,3,1,2002-02-02 11:01:00,2002-02-02 12:50:00,EI,VISA,320.00,0.00,320.00,20.93,false,dbo
225,RH1,4,1,2002-02-02 12:19:00,2002-02-02 12:48:00,EI,CHK,60.00,0.00,60.00,3.93,false,dbo
226,ZM1,2,4,2002-02-02 18:47:00,2002-02-02 19:44:00,EI,CASH,260.00,0.00,260.00,17.01,false,dbo
227,ZF1,4,5,2002-02-02 18:50:00,2002-02-02 21:04:00,EI,MC,60.00,3.00,57.00,3.73,false,dbo
228,ZM1,4,1,2002-02-02 19:19:00,2002-02-02 21:31:00,EI,AMEX,500.00,0.00,500.00,32.71,false,dbo
229,ZM1,3,3,2002-02-02 19:37:00,2002-02-02 20:15:00,EI,CASH,280.00,0.00,280.00,18.32,false,dbo
230,RH2,4,3,2002-02-02 19:39:00,2002-02-02 20:35:00,EI,CASH,810.00,0.00,810.00,52.99,false,dbo
231,ZF1,3,4,2002-02-02 19:42:00,2002-02-02 21:43:00,EI,AMEX,150.00,0.00,150.00,9.81,false,dbo
232,RH1,1,5,2002-02-02 19:54:00,2002-02-02 21:59:00,EI,MC,740.00,32.00,708.00,46.32,false,dbo
233,ZF1,3,7,2002-02-02 20:07:00,2002-02-02 20:37:00,EI,CASH,1250.00,187.50,1062.50,69.51,false,dbo
234,ZM1,3,1,2002-02-02 20:14:00,2002-02-02 20:57:00,EI,VISA,340.00,0.00,340.00,22.24,false,dbo
235,PJ1,3,1,2002-02-02 20:18:00,2002-02-02 21:05:00,EI,MC,140.00,7.00,133.00,8.70,false,dbo
236,ZF1,3,3,2002-02-03 10:34:00,2002-02-03 12:41:00,EI,VISA,210.00,0.00,210.00,13.74,false,dbo
237,ZM1,3,3,2002-02-03 10:37:00,2002-02-03 11:08:00,EI,MC,480.00,16.50,463.50,30.32,false,dbo
238,PJ1,4,5,2002-02-03 10:57:00,2002-02-03 12:18:00,EI,CASH,20.00,0.00,20.00,1.31,false,dbo
239,ZM1,2,1,2002-02-03 11:11:00,2002-02-03 12:46:00,EI,MC,390.00,17.00,373.00,24.40,false,dbo
240,ZM1,1,0,2002-02-03 11:20:00,2002-02-03 11:37:00,TG,MC,1080.00,103.00,977.00,63.92,false,dbo
241,ZM1,2,2,2002-02-03 11:25:00,2002-02-03 12:16:00,EI,MC,740.00,37.00,703.00,45.99,false,dbo
242,ZM1,2,4,2002-02-03 11:42:00,2002-02-03 12:57:00,EI,CASH,440.00,0.00,440.00,28.79,false,dbo
243,ZM1,3,7,2002-02-03 12:07:00,2002-02-03 13:26:00,EI,VISA,140.00,0.00,140.00,9.16,false,dbo
244,ZM1,5,1,2002-02-03 12:12:00,2002-02-03 14:22:00,EI,MC,1410.00,131.00,1279.00,83.67,false,dbo
245,ZM1,3,1,2002-02-03 12:16:00,2002-02-03 14:34:00,EI,CASH,1190.00,156.00,1034.00,67.64,false,dbo
246,ZM1,4,3,2002-02-03 18:34:00,2002-02-03 19:22:00,EI,CASH,390.00,0.00,390.00,25.51,false,dbo
247,ZF1,2,4,2002-02-03 18:48:00,2002-02-03 19:47:00,EI,VISA,160.00,0.00,160.00,10.47,false,dbo
248,ZM1,2,1,2002-02-03 19:13:00,2002-02-03 21:14:00,EI,VISA,285.00,0.00,285.00,18.64,false,dbo
249,ZM1,4,1,2002-02-03 20:15:00,2002-02-03 22:35:00,EI,MC,30.00,1.50,28.50,1.86,false,dbo
250,RH1,2,2,2002-02-03 20:23:00,2002-02-03 21:58:00,EI,CASH,120.00,0.00,120.00,7.85,false,dbo
251,ZM1,2,5,2002-02-04 10:58:00,2002-02-04 13:04:00,EI,CHK,370.00,0.00,370.00,24.21,false,dbo
252,ZF1,1,2,2002-02-04 12:26:00,2002-02-04 13:07:00,EI,MC,230.00,6.50,223.50,14.62,false,dbo
253,ZM1,2,5,2002-02-04 18:57:00,2002-02-04 20:35:00,EI,MC,230.00,11.50,218.50,14.29,false,dbo
254,ZM1,3,3,2002-02-04 19:00:00,2002-02-04 19:51:00,EI,CHK,1020.00,0.00,1020.00,66.73,false,dbo
255,ZM1,1,5,2002-02-04 19:51:00,2002-02-04 21:34:00,EI,CASH,920.00,0.00,920.00,60.19,false,dbo
256,ZF1,3,7,2002-02-04 20:07:00,2002-02-04 20:41:00,EI,VISA,410.00,0.00,410.00,26.82,false,dbo
257,PH1,4,3,2002-02-05 18:37:00,2002-02-05 20:07:00,EI,AMEX,580.00,0.00,580.00,37.94,false,dbo
258,ZF1,2,4,2002-02-05 18:45:00,2002-02-05 20:27:00,EI,CASH,570.00,0.00,570.00,37.29,false,dbo
3945,ZM1,2,4,2003-07-28 18:48:00,2003-07-28 19:19:00,EI,CASH,630.00,0.00,630.00,41.21,false,dbo
3946,ZM1,4,1,2003-07-28 19:01:00,2003-07-28 21:04:00,EI,CASH,390.00,0.00,390.00,25.51,false,dbo
3947,ZM1,4,1,2003-07-28 19:14:00,2003-07-28 21:21:00,EI,VISA,60.00,0.00,60.00,3.93,false,dbo
3948,ZM1,3,3,2003-07-28 19:31:00,2003-07-28 20:57:00,EI,CASH,600.00,0.00,600.00,39.25,false,dbo
3949,ZF1,2,4,2003-07-28 19:40:00,2003-07-28 20:30:00,EI,MC,255.00,12.75,242.25,15.85,false,dbo
3950,ZF1,4,5,2003-07-28 19:59:00,2003-07-28 20:55:00,EI,CASH,1520.00,228.00,1292.00,84.52,false,dbo
3951,ZF1,2,1,2003-07-29 12:14:00,2003-07-29 14:23:00,EI,VISA,770.00,0.00,770.00,50.37,false,dbo
3952,CS1,4,2,2003-07-30 11:21:00,2003-07-30 13:02:00,EI,CASH,260.00,0.00,260.00,17.01,false,dbo
3953,ZF1,4,4,2003-07-30 11:40:00,2003-07-30 13:05:00,EI,CASH,1635.00,222.75,1412.25,92.39,false,dbo
3954,ZM1,1,5,2003-07-30 11:52:00,2003-07-30 14:06:00,EI,CASH,290.00,0.00,290.00,18.97,false,dbo
3955,ZF1,4,8,2003-07-30 19:08:00,2003-07-30 19:58:00,EI,CASH,320.00,0.00,320.00,20.93,false,dbo
3956,ZF1,4,1,2003-07-30 19:18:00,2003-07-30 21:32:00,EI,VISA,815.00,0.00,815.00,53.32,false,dbo
3957,ZF1,4,1,2003-07-30 20:10:00,2003-07-30 22:02:00,EI,CHK,310.00,0.00,310.00,20.28,false,dbo
3958,CS1,2,2,2003-07-31 11:28:00,2003-07-31 13:39:00,EI,MC,110.00,5.50,104.50,6.84,false,dbo
3959,PH1,6,3,2003-07-31 18:30:00,2003-07-31 20:47:00,EI,VISA,2030.00,406.00,1624.00,106.24,false,dbo
3960,ZM1,1,0,2003-07-31 19:13:00,2003-07-31 19:37:00,TG,CASH,270.00,0.00,270.00,17.66,false,dbo
3961,ZF1,2,5,2003-07-31 19:50:00,2003-07-31 22:10:00,EI,CASH,15.00,0.00,15.00,0.98,false,dbo
3962,ZF1,1,1,2003-07-31 20:17:00,2003-07-31 22:37:00,EI,CHK,445.00,0.00,445.00,29.11,false,dbo
3963,ZF1,2,1,2003-07-31 20:18:00,2003-07-31 22:35:00,EI,CHK,630.00,0.00,630.00,41.21,false,dbo
3964,ZF1,2,4,2003-08-01 10:40:00,2003-08-01 12:27:00,EI,CHK,95.00,0.00,95.00,6.21,false,dbo
3965,ZF1,2,5,2003-08-01 10:56:00,2003-08-01 11:44:00,EI,MC,820.00,41.00,779.00,50.96,false,dbo
3966,RH1,4,1,2003-08-01 11:18:00,2003-08-01 12:10:00,EI,MC,600.00,25.00,575.00,37.62,false,dbo
3967,ZM1,3,2,2003-08-01 11:25:00,2003-08-01 13:11:00,EI,MC,180.00,9.00,171.00,11.19,false,dbo
3968,PJ1,2,5,2003-08-01 11:55:00,2003-08-01 12:36:00,EI,MC,250.00,7.50,242.50,15.86,false,dbo
3969,ZM1,1,3,2003-08-01 18:30:00,2003-08-01 20:13:00,EI,MC,1040.00,49.50,990.50,64.80,false,dbo
3970,ZF1,2,4,2003-08-01 18:43:00,2003-08-01 19:20:00,EI,VISA,160.00,0.00,160.00,10.47,false,dbo
3971,ZF1,2,4,2003-08-01 18:48:00,2003-08-01 20:47:00,EI,CASH,20.00,0.00,20.00,1.31,false,dbo
3972,ZF1,4,1,2003-08-01 19:01:00,2003-08-01 19:49:00,EI,CHK,330.00,0.00,330.00,21.59,false,dbo
3973,PJ1,4,1,2003-08-01 19:12:00,2003-08-01 20:17:00,EI,MC,10.00,0.50,9.50,0.62,false,dbo
3974,CS1,5,3,2003-08-01 20:00:00,2003-08-01 21:12:00,EI,CHK,1640.00,154.00,1486.00,97.21,false,dbo
3975,ZM1,2,3,2003-08-02 10:36:00,2003-08-02 12:54:00,EI,CASH,900.00,0.00,900.00,58.88,false,dbo
3976,PJ1,1,3,2003-08-02 10:37:00,2003-08-02 11:22:00,EI,CASH,160.00,0.00,160.00,10.47,false,dbo
3977,ZM1,2,2,2003-08-02 12:28:00,2003-08-02 13:49:00,EI,CASH,180.00,0.00,180.00,11.78,false,dbo
3978,ZM1,4,5,2003-08-02 18:55:00,2003-08-02 20:02:00,EI,AMEX,1285.00,118.50,1166.50,76.31,false,dbo
3979,RH2,1,8,2003-08-02 19:08:00,2003-08-02 20:26:00,EI,CASH,250.00,0.00,250.00,16.36,false,dbo
3980,ZM1,1,0,2003-08-02 19:19:00,2003-08-02 19:43:00,TG,CHK,1200.00,120.00,1080.00,70.65,false,dbo
3981,ZM1,2,2,2003-08-02 19:21:00,2003-08-02 21:02:00,EI,CASH,100.00,0.00,100.00,6.54,false,dbo
3982,ZF1,1,2,2003-08-02 19:29:00,2003-08-02 20:55:00,EI,CASH,120.00,0.00,120.00,7.85,false,dbo
3983,ZF1,4,4,2003-08-02 19:43:00,2003-08-02 20:32:00,EI,CHK,860.00,0.00,860.00,56.26,false,dbo
3984,ZF1,1,4,2003-08-02 19:46:00,2003-08-02 22:03:00,EI,MC,385.00,11.75,373.25,24.42,false,dbo
3985,PH1,1,5,2003-08-02 19:59:00,2003-08-02 21:07:00,EI,CASH,195.00,0.00,195.00,12.76,false,dbo
3986,ZF1,1,1,2003-08-02 20:10:00,2003-08-02 21:32:00,EI,CASH,20.00,0.00,20.00,1.31,false,dbo
3987,ZM1,2,2,2003-08-02 20:21:00,2003-08-02 22:02:00,EI,MC,120.00,3.50,116.50,7.62,false,dbo
3988,ZF1,2,4,2003-08-03 10:40:00,2003-08-03 11:38:00,EI,CASH,600.00,0.00,600.00,39.25,false,dbo
3989,ZF1,3,3,2003-08-03 11:03:00,2003-08-03 11:35:00,EI,MC,240.00,9.50,230.50,15.08,false,dbo
3990,PJ1,3,7,2003-08-03 11:07:00,2003-08-03 12:48:00,EI,CASH,480.00,0.00,480.00,31.40,false,dbo
3991,ZM1,1,1,2003-08-03 11:17:00,2003-08-03 13:01:00,EI,MC,230.00,6.50,223.50,14.62,false,dbo
3992,ZF1,1,3,2003-08-03 11:38:00,2003-08-03 13:50:00,EI,CASH,580.00,0.00,580.00,37.94,false,dbo
3993,ZF1,3,6,2003-08-03 12:06:00,2003-08-03 12:46:00,EI,CASH,615.00,0.00,615.00,40.23,false,dbo
3994,ZF1,4,2,2003-08-03 12:25:00,2003-08-03 14:28:00,EI,CASH,465.00,0.00,465.00,30.42,false,dbo
3995,ZM1,3,3,2003-08-03 18:32:00,2003-08-03 19:16:00,EI,MC,600.00,27.50,572.50,37.45,false,dbo
3996,PH1,5,3,2003-08-03 18:37:00,2003-08-03 20:59:00,EI,AMEX,1650.00,155.00,1495.00,97.80,false,dbo
3997,RH1,3,5,2003-08-03 18:52:00,2003-08-03 19:58:00,EI,CASH,510.00,0.00,510.00,33.36,false,dbo
3998,ZM1,1,5,2003-08-03 18:56:00,2003-08-03 20:03:00,EI,VISA,300.00,0.00,300.00,19.63,false,dbo
3999,ZM1,3,2,2003-08-03 19:27:00,2003-08-03 20:47:00,EI,CASH,230.00,0.00,230.00,15.05,false,dbo
4000,PJ1,1,0,2003-08-03 19:42:00,2003-08-03 20:07:00,TG,CHK,375.00,0.00,375.00,24.53,false,dbo
4001,ZM1,3,5,2003-08-03 19:56:00,2003-08-03 21:18:00,EI,MC,310.00,15.50,294.50,19.27,false,dbo
4002,ZM1,4,5,2003-08-03 19:57:00,2003-08-03 21:15:00,EI,CHK,500.00,0.00,500.00,32.71,false,dbo
4003,ZM1,3,5,2003-08-03 19:59:00,2003-08-03 21:38:00,EI,MC,200.00,5.00,195.00,12.76,false,dbo
4004,ZF1,3,2,2003-08-04 12:02:00,2003-08-04 13:47:00,EI,CHK,400.00,0.00,400.00,26.17,false,dbo
4005,CS1,3,4,2003-08-04 19:46:00,2003-08-04 21:30:00,EI,CASH,890.00,0.00,890.00,58.22,false,dbo
4006,ZM1,1,5,2003-08-04 19:52:00,2003-08-04 20:25:00,EI,VISA,130.00,0.00,130.00,8.50,false,dbo
4007,ZM1,1,5,2003-08-04 19:54:00,2003-08-04 21:39:00,EI,CHK,880.00,0.00,880.00,57.57,false,dbo
4008,RH1,3,5,2003-08-05 10:56:00,2003-08-05 11:31:00,EI,CASH,430.00,0.00,430.00,28.13,false,dbo
4009,PJ1,3,1,2003-08-05 12:16:00,2003-08-05 14:16:00,EI,MC,180.00,9.00,171.00,11.19,false,dbo
4010,PJ1,1,1,2003-08-05 19:12:00,2003-08-05 20:20:00,EI,CASH,410.00,0.00,410.00,26.82,false,dbo
4011,ZF1,2,2,2003-08-05 19:23:00,2003-08-05 20:05:00,EI,MC,210.00,8.00,202.00,13.21,false,dbo
4012,ZF1,4,5,2003-08-05 19:59:00,2003-08-05 21:45:00,EI,MC,175.00,6.25,168.75,11.04,false,dbo
4013,PH1,2,9,2003-08-05 20:09:00,2003-08-05 21:42:00,EI,CASH,860.00,0.00,860.00,56.26,false,dbo
4014,ZF1,3,4,2003-08-06 11:44:00,2003-08-06 13:37:00,EI,CASH,340.00,0.00,340.00,22.24,false,dbo
4015,ZF1,3,1,2003-08-06 19:12:00,2003-08-06 21:03:00,EI,CASH,265.00,0.00,265.00,17.34,false,dbo
4016,ZM1,2,4,2003-08-07 10:45:00,2003-08-07 12:59:00,EI,CASH,550.00,0.00,550.00,35.98,false,dbo
4017,ZF1,2,5,2003-08-07 10:59:00,2003-08-07 11:57:00,EI,VISA,235.00,0.00,235.00,15.37,false,dbo
4018,ZF1,2,9,2003-08-07 19:09:00,2003-08-07 19:45:00,EI,MC,210.00,10.50,199.50,13.05,false,dbo
4019,ZM1,3,1,2003-08-07 19:19:00,2003-08-07 21:41:00,EI,CASH,360.00,0.00,360.00,23.55,false,dbo
4020,ZF1,1,0,2003-08-07 19:43:00,2003-08-07 20:08:00,TG,CHK,480.00,0.00,480.00,31.40,false,dbo
4021,ZM1,3,4,2003-08-07 19:45:00,2003-08-07 21:04:00,EI,CASH,15.00,0.00,15.00,0.98,false,dbo
4022,ZF1,4,4,2003-08-08 10:42:00,2003-08-08 12:21:00,EI,CASH,320.00,0.00,320.00,20.93,false,dbo
4023,AC1,4,5,2003-08-08 10:52:00,2003-08-08 12:03:00,EI,CASH,110.00,0.00,110.00,7.20,false,dbo
4024,ZM1,3,1,2003-08-08 11:13:00,2003-08-08 12:04:00,EI,CHK,990.00,0.00,990.00,64.77,false,dbo
4025,CS1,3,5,2003-08-08 11:50:00,2003-08-08 13:05:00,EI,CASH,200.00,0.00,200.00,13.08,false,dbo
4026,ZM1,1,3,2003-08-08 18:30:00,2003-08-08 19:33:00,EI,CASH,930.00,0.00,930.00,60.84,false,dbo
4027,ZM1,4,3,2003-08-08 18:32:00,2003-08-08 20:01:00,EI,CASH,145.00,0.00,145.00,9.49,false,dbo
4028,ZF1,1,4,2003-08-08 18:45:00,2003-08-08 19:40:00,EI,VISA,85.00,0.00,85.00,5.56,false,dbo
4029,ZF1,3,4,2003-08-08 18:46:00,2003-08-08 19:58:00,EI,CASH,125.00,0.00,125.00,8.18,false,dbo
4030,ZF1,2,7,2003-08-08 19:07:00,2003-08-08 19:36:00,EI,CASH,820.00,0.00,820.00,53.64,false,dbo
4031,ZF1,3,3,2003-08-08 19:33:00,2003-08-08 20:12:00,EI,CHK,960.00,0.00,960.00,62.80,false,dbo
4032,PJ1,3,3,2003-08-08 19:39:00,2003-08-08 21:19:00,EI,CHK,860.00,0.00,860.00,56.26,false,dbo
4033,ZM1,3,1,2003-08-09 11:01:00,2003-08-09 13:16:00,EI,MC,370.00,11.00,359.00,23.49,false,dbo
4034,PH1,1,2,2003-08-09 11:29:00,2003-08-09 13:23:00,EI,CASH,760.00,0.00,760.00,49.72,false,dbo
4035,ZM1,3,2,2003-08-09 12:26:00,2003-08-09 14:19:00,EI,VISA,410.00,0.00,410.00,26.82,false,dbo
4036,ZM1,3,3,2003-08-09 18:32:00,2003-08-09 19:46:00,EI,AMEX,270.00,0.00,270.00,17.66,false,dbo
4037,PH1,2,6,2003-08-09 19:06:00,2003-08-09 20:17:00,EI,MC,280.00,9.00,271.00,17.73,false,dbo
4038,ZF1,4,3,2003-08-09 19:38:00,2003-08-09 21:11:00,EI,CASH,220.00,0.00,220.00,14.39,false,dbo
4039,ZM1,2,1,2003-08-09 20:17:00,2003-08-09 21:25:00,EI,VISA,30.00,0.00,30.00,1.96,false,dbo
4040,ZF1,1,0,2003-08-10 10:43:00,2003-08-10 11:08:00,TG,MC,550.00,22.50,527.50,34.51,false,dbo
4041,ZF1,2,5,2003-08-10 11:59:00,2003-08-10 14:19:00,EI,CASH,260.00,0.00,260.00,17.01,false,dbo
4042,ZM1,3,1,2003-08-10 12:13:00,2003-08-10 14:36:00,EI,CASH,125.00,0.00,125.00,8.18,false,dbo
3816,PJ1,2,3,2003-07-06 19:31:00,2003-07-06 21:33:00,EI,CASH,20.00,0.00,20.00,1.31,false,dbo
3817,AC1,3,3,2003-07-06 19:37:00,2003-07-06 21:29:00,EI,MC,120.00,6.00,114.00,7.46,false,dbo
3818,PJ1,4,5,2003-07-06 19:50:00,2003-07-06 20:30:00,EI,CASH,30.00,0.00,30.00,1.96,false,dbo
3819,ZM1,2,5,2003-07-06 19:50:00,2003-07-06 21:07:00,EI,CASH,160.00,0.00,160.00,10.47,false,dbo
3820,PJ1,1,0,2003-07-06 20:02:00,2003-07-06 20:26:00,TG,CASH,270.00,0.00,270.00,17.66,false,dbo
3821,PJ1,3,3,2003-07-07 18:33:00,2003-07-07 19:34:00,EI,MC,280.00,11.50,268.50,17.57,false,dbo
3822,ZM1,2,4,2003-07-07 18:45:00,2003-07-07 20:30:00,EI,AMEX,520.00,0.00,520.00,34.02,false,dbo
3823,ZF1,2,1,2003-07-07 19:18:00,2003-07-07 20:43:00,EI,CASH,330.00,0.00,330.00,21.59,false,dbo
3824,ZM1,2,3,2003-07-07 20:03:00,2003-07-07 22:08:00,EI,CASH,300.00,0.00,300.00,19.63,false,dbo
3825,PJ1,1,1,2003-07-07 20:10:00,2003-07-07 21:27:00,EI,MC,100.00,5.00,95.00,6.21,false,dbo
3826,ZF1,3,4,2003-07-08 10:40:00,2003-07-08 12:05:00,EI,CHK,410.00,0.00,410.00,26.82,false,dbo
3827,ZM1,2,3,2003-07-08 12:03:00,2003-07-08 13:25:00,EI,CASH,520.00,0.00,520.00,34.02,false,dbo
3828,ZF1,3,5,2003-07-08 18:54:00,2003-07-08 19:28:00,EI,CASH,220.00,0.00,220.00,14.39,false,dbo
3829,ZF1,3,3,2003-07-08 19:00:00,2003-07-08 20:01:00,EI,MC,255.00,7.75,247.25,16.18,false,dbo
3830,ZM1,3,2,2003-07-08 19:22:00,2003-07-08 20:51:00,EI,MC,550.00,20.00,530.00,34.67,false,dbo
3831,ZF1,3,2,2003-07-09 11:27:00,2003-07-09 13:50:00,EI,CASH,320.00,0.00,320.00,20.93,false,dbo
3832,ZM1,1,1,2003-07-09 12:13:00,2003-07-09 13:43:00,EI,VISA,660.00,0.00,660.00,43.18,false,dbo
3833,ZF1,2,3,2003-07-09 18:32:00,2003-07-09 20:15:00,EI,VISA,320.00,0.00,320.00,20.93,false,dbo
3834,PH1,3,5,2003-07-09 19:05:00,2003-07-09 21:05:00,EI,MC,250.00,12.50,237.50,15.54,false,dbo
3835,ZM1,3,1,2003-07-09 19:14:00,2003-07-09 19:51:00,EI,CASH,200.00,0.00,200.00,13.08,false,dbo
3836,PJ1,1,3,2003-07-10 18:35:00,2003-07-10 19:13:00,EI,MC,10.00,0.50,9.50,0.62,false,dbo
3837,ZF1,1,1,2003-07-11 11:15:00,2003-07-11 12:46:00,EI,VISA,770.00,0.00,770.00,50.37,false,dbo
3838,ZM1,3,9,2003-07-11 12:09:00,2003-07-11 13:27:00,EI,VISA,40.00,0.00,40.00,2.62,false,dbo
3839,PJ1,5,3,2003-07-11 18:32:00,2003-07-11 20:45:00,EI,CASH,1060.00,151.50,908.50,59.43,false,dbo
3840,PJ1,1,0,2003-07-11 18:34:00,2003-07-11 18:58:00,TG,MC,680.00,26.50,653.50,42.75,false,dbo
3841,PH1,6,3,2003-07-11 18:37:00,2003-07-11 20:42:00,EI,CASH,1145.00,156.75,988.25,64.65,false,dbo
3842,ZF1,1,5,2003-07-11 18:50:00,2003-07-11 21:11:00,EI,VISA,1110.00,0.00,1110.00,72.62,false,dbo
3843,ZM1,1,5,2003-07-11 18:55:00,2003-07-11 19:55:00,EI,MC,880.00,44.00,836.00,54.69,false,dbo
3844,RH2,2,3,2003-07-11 19:33:00,2003-07-11 20:29:00,EI,VISA,340.00,0.00,340.00,22.24,false,dbo
3845,ZM1,1,5,2003-07-11 19:51:00,2003-07-11 22:13:00,EI,CASH,750.00,0.00,750.00,49.07,false,dbo
3846,ZF1,3,5,2003-07-11 19:56:00,2003-07-11 21:19:00,EI,CASH,360.00,0.00,360.00,23.55,false,dbo
259,RH1,1,4,2002-02-05 19:49:00,2002-02-05 21:59:00,EI,CASH,150.00,0.00,150.00,9.81,false,dbo
260,ZM1,1,0,2002-02-05 20:01:00,2002-02-05 20:19:00,TG,CASH,450.00,0.00,450.00,29.44,false,dbo
261,ZM1,1,1,2002-02-05 20:10:00,2002-02-05 22:05:00,EI,MC,200.00,5.00,195.00,12.76,false,dbo
262,ZF1,4,1,2002-02-06 11:14:00,2002-02-06 11:43:00,EI,CASH,280.00,0.00,280.00,18.32,false,dbo
263,ZM1,1,2,2002-02-06 11:21:00,2002-02-06 13:38:00,EI,VISA,595.00,0.00,595.00,38.93,false,dbo
264,ZF1,3,8,2002-02-06 12:08:00,2002-02-06 12:58:00,EI,CASH,325.00,0.00,325.00,21.26,false,dbo
265,ZF1,2,1,2002-02-06 19:13:00,2002-02-06 20:48:00,EI,CASH,350.00,0.00,350.00,22.90,false,dbo
266,RH1,2,4,2002-02-07 18:41:00,2002-02-07 19:22:00,EI,CASH,930.00,0.00,930.00,60.84,false,dbo
267,ZF1,4,5,2002-02-07 18:51:00,2002-02-07 20:42:00,EI,MC,1380.00,138.00,1242.00,81.25,false,dbo
268,PJ1,3,4,2002-02-08 10:47:00,2002-02-08 12:38:00,EI,VISA,260.00,0.00,260.00,17.01,false,dbo
269,PJ1,3,4,2002-02-08 10:49:00,2002-02-08 12:08:00,EI,MC,680.00,29.00,651.00,42.59,false,dbo
270,ZM1,3,5,2002-02-08 18:51:00,2002-02-08 20:46:00,EI,CASH,1020.00,0.00,1020.00,66.73,false,dbo
271,ZF1,1,5,2002-02-08 18:53:00,2002-02-08 21:09:00,EI,CASH,325.00,0.00,325.00,21.26,false,dbo
272,ZF1,3,5,2002-02-08 18:56:00,2002-02-08 20:30:00,EI,CHK,390.00,0.00,390.00,25.51,false,dbo
273,PH1,4,2,2002-02-08 19:20:00,2002-02-08 21:33:00,EI,MC,220.00,6.00,214.00,14.00,false,dbo
274,PJ1,4,5,2002-02-08 19:51:00,2002-02-08 22:04:00,EI,VISA,550.00,0.00,550.00,35.98,false,dbo
275,ZM1,2,3,2002-02-09 10:33:00,2002-02-09 12:19:00,EI,CASH,100.00,0.00,100.00,6.54,false,dbo
276,ZM1,3,1,2002-02-09 11:01:00,2002-02-09 11:34:00,EI,CASH,50.00,0.00,50.00,3.27,false,dbo
277,PJ1,3,4,2002-02-09 11:41:00,2002-02-09 13:17:00,EI,CASH,520.00,0.00,520.00,34.02,false,dbo
278,PJ1,2,3,2002-02-09 12:00:00,2002-02-09 13:36:00,EI,CASH,360.00,0.00,360.00,23.55,false,dbo
279,PJ1,1,2,2002-02-09 12:20:00,2002-02-09 12:49:00,EI,CHK,310.00,0.00,310.00,20.28,false,dbo
280,ZM1,1,0,2002-02-09 12:28:00,2002-02-09 12:47:00,TG,MC,580.00,24.00,556.00,36.37,false,dbo
281,PJ1,3,3,2002-02-09 18:39:00,2002-02-09 19:59:00,EI,MC,230.00,6.50,223.50,14.62,false,dbo
282,ZF1,2,3,2002-02-10 10:35:00,2002-02-10 11:58:00,EI,MC,200.00,5.00,195.00,12.76,false,dbo
283,AC1,2,4,2002-02-10 10:44:00,2002-02-10 12:50:00,EI,CHK,220.00,0.00,220.00,14.39,false,dbo
284,ZF1,3,5,2002-02-10 10:52:00,2002-02-10 12:00:00,EI,CASH,40.00,0.00,40.00,2.62,false,dbo
285,AC1,2,1,2002-02-10 11:14:00,2002-02-10 12:43:00,EI,VISA,210.00,0.00,210.00,13.74,false,dbo
286,RH2,3,2,2002-02-10 11:24:00,2002-02-10 13:27:00,EI,MC,845.00,42.25,802.75,52.52,false,dbo
287,ZM1,6,3,2002-02-10 11:37:00,2002-02-10 12:13:00,EI,CASH,1410.00,211.50,1198.50,78.41,false,dbo
288,ZM1,4,3,2002-02-10 12:03:00,2002-02-10 13:23:00,EI,CASH,740.00,0.00,740.00,48.41,false,dbo
289,ZF1,1,1,2002-02-10 12:16:00,2002-02-10 14:16:00,EI,CASH,120.00,0.00,120.00,7.85,false,dbo
290,ZF1,4,3,2002-02-10 18:31:00,2002-02-10 19:38:00,EI,AMEX,410.00,0.00,410.00,26.82,false,dbo
291,ZF1,3,3,2002-02-10 18:39:00,2002-02-10 19:36:00,EI,CASH,450.00,0.00,450.00,29.44,false,dbo
