"DateKey","FullDateAlternateKey","DayNumberOfWeek","EnglishDayNameOfWeek","SpanishDayNameOfWeek","FrenchDayNameOfWeek","DayNumberOfMonth","DayNumberOfYear","WeekNumberOfYear","EnglishMonthName","SpanishMonthName","FrenchMonthName","MonthNumberOfYear","CalendarQuarter","CalendarYear","CalendarSemester","FiscalQuarter","FiscalYear","FiscalSemester"
"20050819","38583","6","Friday","Viernes","Vendredi","19","231","34","August","Agosto","Août","8","3","2005","2","1","2006","1"
"20050820","38584","7","Saturday","Sábado","Samedi","20","232","34","August","Agosto","Août","8","3","2005","2","1","2006","1"
"20050821","38585","1","Sunday","Domingo","Dimanche","21","233","35","August","Agosto","Août","8","3","2005","2","1","2006","1"
"20050822","38586","2","Monday","Lunes","Lundi","22","234","35","August","Agosto","Août","8","3","2005","2","1","2006","1"
"20050823","38587","3","Tuesday","Martes","Mardi","23","235","35","August","Agosto","Août","8","3","2005","2","1","2006","1"
"20050824","38588","4","Wednesday","Miércoles","Mercredi","24","236","35","August","Agosto","Août","8","3","2005","2","1","2006","1"
"20050825","38589","5","Thursday","Jueves","Jeudi","25","237","35","August","Agosto","Août","8","3","2005","2","1","2006","1"
"20050826","38590","6","Friday","Viernes","Vendredi","26","238","35","August","Agosto","Août","8","3","2005","2","1","2006","1"
"20050827","38591","7","Saturday","Sábado","Samedi","27","239","35","August","Agosto","Août","8","3","2005","2","1","2006","1"
"20050828","38592","1","Sunday","Domingo","Dimanche","28","240","36","August","Agosto","Août","8","3","2005","2","1","2006","1"
"20050829","38593","2","Monday","Lunes","Lundi","29","241","36","August","Agosto","Août","8","3","2005","2","1","2006","1"
"20050830","38594","3","Tuesday","Martes","Mardi","30","242","36","August","Agosto","Août","8","3","2005","2","1","2006","1"
"20050831","38595","4","Wednesday","Miércoles","Mercredi","31","243","36","August","Agosto","Août","8","3","2005","2","1","2006","1"
"20050901","38596","5","Thursday","Jueves","Jeudi","1","244","36","September","Septiembre","Septembre","9","3","2005","2","1","2006","1"
"20050902","38597","6","Friday","Viernes","Vendredi","2","245","36","September","Septiembre","Septembre","9","3","2005","2","1","2006","1"
"20050903","38598","7","Saturday","Sábado","Samedi","3","246","36","September","Septiembre","Septembre","9","3","2005","2","1","2006","1"
"20050904","38599","1","Sunday","Domingo","Dimanche","4","247","37","September","Septiembre","Septembre","9","3","2005","2","1","2006","1"
"20050905","38600","2","Monday","Lunes","Lundi","5","248","37","September","Septiembre","Septembre","9","3","2005","2","1","2006","1"
"20050906","38601","3","Tuesday","Martes","Mardi","6","249","37","September","Septiembre","Septembre","9","3","2005","2","1","2006","1"
"20050907","38602","4","Wednesday","Miércoles","Mercredi","7","250","37","September","Septiembre","Septembre","9","3","2005","2","1","2006","1"
"20050908","38603","5","Thursday","Jueves","Jeudi","8","251","37","September","Septiembre","Septembre","9","3","2005","2","1","2006","1"
"20050909","38604","6","Friday","Viernes","Vendredi","9","252","37","September","Septiembre","Septembre","9","3","2005","2","1","2006","1"
"20050910","38605","7","Saturday","Sábado","Samedi","10","253","37","September","Septiembre","Septembre","9","3","2005","2","1","2006","1"
"20050911","38606","1","Sunday","Domingo","Dimanche","11","254","38","September","Septiembre","Septembre","9","3","2005","2","1","2006","1"
"20050912","38607","2","Monday","Lunes","Lundi","12","255","38","September","Septiembre","Septembre","9","3","2005","2","1","2006","1"
"20050913","38608","3","Tuesday","Martes","Mardi","13","256","38","September","Septiembre","Septembre","9","3","2005","2","1","2006","1"
"20050914","38609","4","Wednesday","Miércoles","Mercredi","14","257","38","September","Septiembre","Septembre","9","3","2005","2","1","2006","1"
"20050915","38610","5","Thursday","Jueves","Jeudi","15","258","38","September","Septiembre","Septembre","9","3","2005","2","1","2006","1"
"20050916","38611","6","Friday","Viernes","Vendredi","16","259","38","September","Septiembre","Septembre","9","3","2005","2","1","2006","1"
"20050917","38612","7","Saturday","Sábado","Samedi","17","260","38","September","Septiembre","Septembre","9","3","2005","2","1","2006","1"
"20050918","38613","1","Sunday","Domingo","Dimanche","18","261","39","September","Septiembre","Septembre","9","3","2005","2","1","2006","1"
"20050919","38614","2","Monday","Lunes","Lundi","19","262","39","September","Septiembre","Septembre","9","3","2005","2","1","2006","1"
"20050920","38615","3","Tuesday","Martes","Mardi","20","263","39","September","Septiembre","Septembre","9","3","2005","2","1","2006","1"
"20050921","38616","4","Wednesday","Miércoles","Mercredi","21","264","39","September","Septiembre","Septembre","9","3","2005","2","1","2006","1"
"20050922","38617","5","Thursday","Jueves","Jeudi","22","265","39","September","Septiembre","Septembre","9","3","2005","2","1","2006","1"
"20050923","38618","6","Friday","Viernes","Vendredi","23","266","39","September","Septiembre","Septembre","9","3","2005","2","1","2006","1"
"20050924","38619","7","Saturday","Sábado","Samedi","24","267","39","September","Septiembre","Septembre","9","3","2005","2","1","2006","1"
"20050925","38620","1","Sunday","Domingo","Dimanche","25","268","40","September","Septiembre","Septembre","9","3","2005","2","1","2006","1"
"20050926","38621","2","Monday","Lunes","Lundi","26","269","40","September","Septiembre","Septembre","9","3","2005","2","1","2006","1"
"20050927","38622","3","Tuesday","Martes","Mardi","27","270","40","September","Septiembre","Septembre","9","3","2005","2","1","2006","1"
"20050928","38623","4","Wednesday","Miércoles","Mercredi","28","271","40","September","Septiembre","Septembre","9","3","2005","2","1","2006","1"
"20050929","38624","5","Thursday","Jueves","Jeudi","29","272","40","September","Septiembre","Septembre","9","3","2005","2","1","2006","1"
"20050930","38625","6","Friday","Viernes","Vendredi","30","273","40","September","Septiembre","Septembre","9","3","2005","2","1","2006","1"
"20051001","38626","7","Saturday","Sábado","Samedi","1","274","40","October","Octubre","Octobre","10","4","2005","2","2","2006","1"
"20051002","38627","1","Sunday","Domingo","Dimanche","2","275","41","October","Octubre","Octobre","10","4","2005","2","2","2006","1"
"20051003","38628","2","Monday","Lunes","Lundi","3","276","41","October","Octubre","Octobre","10","4","2005","2","2","2006","1"
"20051004","38629","3","Tuesday","Martes","Mardi","4","277","41","October","Octubre","Octobre","10","4","2005","2","2","2006","1"
"20051005","38630","4","Wednesday","Miércoles","Mercredi","5","278","41","October","Octubre","Octobre","10","4","2005","2","2","2006","1"
"20051006","38631","5","Thursday","Jueves","Jeudi","6","279","41","October","Octubre","Octobre","10","4","2005","2","2","2006","1"
"20051007","38632","6","Friday","Viernes","Vendredi","7","280","41","October","Octubre","Octobre","10","4","2005","2","2","2006","1"
"20051008","38633","7","Saturday","Sábado","Samedi","8","281","41","October","Octubre","Octobre","10","4","2005","2","2","2006","1"
"20051009","38634","1","Sunday","Domingo","Dimanche","9","282","42","October","Octubre","Octobre","10","4","2005","2","2","2006","1"
"20051010","38635","2","Monday","Lunes","Lundi","10","283","42","October","Octubre","Octobre","10","4","2005","2","2","2006","1"
"20051011","38636","3","Tuesday","Martes","Mardi","11","284","42","October","Octubre","Octobre","10","4","2005","2","2","2006","1"
"20051012","38637","4","Wednesday","Miércoles","Mercredi","12","285","42","October","Octubre","Octobre","10","4","2005","2","2","2006","1"
"20051013","38638","5","Thursday","Jueves","Jeudi","13","286","42","October","Octubre","Octobre","10","4","2005","2","2","2006","1"
"20051014","38639","6","Friday","Viernes","Vendredi","14","287","42","October","Octubre","Octobre","10","4","2005","2","2","2006","1"
"20051015","38640","7","Saturday","Sábado","Samedi","15","288","42","October","Octubre","Octobre","10","4","2005","2","2","2006","1"
"20051016","38641","1","Sunday","Domingo","Dimanche","16","289","43","October","Octubre","Octobre","10","4","2005","2","2","2006","1"
"20051017","38642","2","Monday","Lunes","Lundi","17","290","43","October","Octubre","Octobre","10","4","2005","2","2","2006","1"
"20051018","38643","3","Tuesday","Martes","Mardi","18","291","43","October","Octubre","Octobre","10","4","2005","2","2","2006","1"
"20051019","38644","4","Wednesday","Miércoles","Mercredi","19","292","43","October","Octubre","Octobre","10","4","2005","2","2","2006","1"
"20051020","38645","5","Thursday","Jueves","Jeudi","20","293","43","October","Octubre","Octobre","10","4","2005","2","2","2006","1"
"20051021","38646","6","Friday","Viernes","Vendredi","21","294","43","October","Octubre","Octobre","10","4","2005","2","2","2006","1"
"20051022","38647","7","Saturday","Sábado","Samedi","22","295","43","October","Octubre","Octobre","10","4","2005","2","2","2006","1"
"20051023","38648","1","Sunday","Domingo","Dimanche","23","296","44","October","Octubre","Octobre","10","4","2005","2","2","2006","1"
"20051024","38649","2","Monday","Lunes","Lundi","24","297","44","October","Octubre","Octobre","10","4","2005","2","2","2006","1"
"20051025","38650","3","Tuesday","Martes","Mardi","25","298","44","October","Octubre","Octobre","10","4","2005","2","2","2006","1"
"20051026","38651","4","Wednesday","Miércoles","Mercredi","26","299","44","October","Octubre","Octobre","10","4","2005","2","2","2006","1"
"20051027","38652","5","Thursday","Jueves","Jeudi","27","300","44","October","Octubre","Octobre","10","4","2005","2","2","2006","1"
"20051028","38653","6","Friday","Viernes","Vendredi","28","301","44","October","Octubre","Octobre","10","4","2005","2","2","2006","1"
"20051029","38654","7","Saturday","Sábado","Samedi","29","302","44","October","Octubre","Octobre","10","4","2005","2","2","2006","1"
"20051030","38655","1","Sunday","Domingo","Dimanche","30","303","45","October","Octubre","Octobre","10","4","2005","2","2","2006","1"
"20051031","38656","2","Monday","Lunes","Lundi","31","304","45","October","Octubre","Octobre","10","4","2005","2","2","2006","1"
"20051101","38657","3","Tuesday","Martes","Mardi","1","305","45","November","Noviembre","Novembre","11","4","2005","2","2","2006","1"
"20051102","38658","4","Wednesday","Miércoles","Mercredi","2","306","45","November","Noviembre","Novembre","11","4","2005","2","2","2006","1"
"20051103","38659","5","Thursday","Jueves","Jeudi","3","307","45","November","Noviembre","Novembre","11","4","2005","2","2","2006","1"
"20051104","38660","6","Friday","Viernes","Vendredi","4","308","45","November","Noviembre","Novembre","11","4","2005","2","2","2006","1"
"20051105","38661","7","Saturday","Sábado","Samedi","5","309","45","November","Noviembre","Novembre","11","4","2005","2","2","2006","1"
"20051106","38662","1","Sunday","Domingo","Dimanche","6","310","46","November","Noviembre","Novembre","11","4","2005","2","2","2006","1"
"20051107","38663","2","Monday","Lunes","Lundi","7","311","46","November","Noviembre","Novembre","11","4","2005","2","2","2006","1"
"20051108","38664","3","Tuesday","Martes","Mardi","8","312","46","November","Noviembre","Novembre","11","4","2005","2","2","2006","1"
"20051109","38665","4","Wednesday","Miércoles","Mercredi","9","313","46","November","Noviembre","Novembre","11","4","2005","2","2","2006","1"
"20051110","38666","5","Thursday","Jueves","Jeudi","10","314","46","November","Noviembre","Novembre","11","4","2005","2","2","2006","1"
"20051111","38667","6","Friday","Viernes","Vendredi","11","315","46","November","Noviembre","Novembre","11","4","2005","2","2","2006","1"
"20051112","38668","7","Saturday","Sábado","Samedi","12","316","46","November","Noviembre","Novembre","11","4","2005","2","2","2006","1"
"20051113","38669","1","Sunday","Domingo","Dimanche","13","317","47","November","Noviembre","Novembre","11","4","2005","2","2","2006","1"
"20051114","38670","2","Monday","Lunes","Lundi","14","318","47","November","Noviembre","Novembre","11","4","2005","2","2","2006","1"
"20051115","38671","3","Tuesday","Martes","Mardi","15","319","47","November","Noviembre","Novembre","11","4","2005","2","2","2006","1"
"20051116","38672","4","Wednesday","Miércoles","Mercredi","16","320","47","November","Noviembre","Novembre","11","4","2005","2","2","2006","1"
"20051117","38673","5","Thursday","Jueves","Jeudi","17","321","47","November","Noviembre","Novembre","11","4","2005","2","2","2006","1"
"20051118","38674","6","Friday","Viernes","Vendredi","18","322","47","November","Noviembre","Novembre","11","4","2005","2","2","2006","1"
"20051119","38675","7","Saturday","Sábado","Samedi","19","323","47","November","Noviembre","Novembre","11","4","2005","2","2","2006","1"
"20051120","38676","1","Sunday","Domingo","Dimanche","20","324","48","November","Noviembre","Novembre","11","4","2005","2","2","2006","1"
"20051121","38677","2","Monday","Lunes","Lundi","21","325","48","November","Noviembre","Novembre","11","4","2005","2","2","2006","1"
"20051122","38678","3","Tuesday","Martes","Mardi","22","326","48","November","Noviembre","Novembre","11","4","2005","2","2","2006","1"
"20051123","38679","4","Wednesday","Miércoles","Mercredi","23","327","48","November","Noviembre","Novembre","11","4","2005","2","2","2006","1"
"20051124","38680","5","Thursday","Jueves","Jeudi","24","328","48","November","Noviembre","Novembre","11","4","2005","2","2","2006","1"
"20051125","38681","6","Friday","Viernes","Vendredi","25","329","48","November","Noviembre","Novembre","11","4","2005","2","2","2006","1"
"20051126","38682","7","Saturday","Sábado","Samedi","26","330","48","November","Noviembre","Novembre","11","4","2005","2","2","2006","1"
"20051127","38683","1","Sunday","Domingo","Dimanche","27","331","49","November","Noviembre","Novembre","11","4","2005","2","2","2006","1"
"20051128","38684","2","Monday","Lunes","Lundi","28","332","49","November","Noviembre","Novembre","11","4","2005","2","2","2006","1"
"20051129","38685","3","Tuesday","Martes","Mardi","29","333","49","November","Noviembre","Novembre","11","4","2005","2","2","2006","1"
"20051130","38686","4","Wednesday","Miércoles","Mercredi","30","334","49","November","Noviembre","Novembre","11","4","2005","2","2","2006","1"
"20051201","38687","5","Thursday","Jueves","Jeudi","1","335","49","December","Diciembre","Décembre","12","4","2005","2","2","2006","1"
"20051202","38688","6","Friday","Viernes","Vendredi","2","336","49","December","Diciembre","Décembre","12","4","2005","2","2","2006","1"
"20051203","38689","7","Saturday","Sábado","Samedi","3","337","49","December","Diciembre","Décembre","12","4","2005","2","2","2006","1"
"20051204","38690","1","Sunday","Domingo","Dimanche","4","338","50","December","Diciembre","Décembre","12","4","2005","2","2","2006","1"
"20051205","38691","2","Monday","Lunes","Lundi","5","339","50","December","Diciembre","Décembre","12","4","2005","2","2","2006","1"
"20051206","38692","3","Tuesday","Martes","Mardi","6","340","50","December","Diciembre","Décembre","12","4","2005","2","2","2006","1"
"20051207","38693","4","Wednesday","Miércoles","Mercredi","7","341","50","December","Diciembre","Décembre","12","4","2005","2","2","2006","1"
"20051208","38694","5","Thursday","Jueves","Jeudi","8","342","50","December","Diciembre","Décembre","12","4","2005","2","2","2006","1"
"20051209","38695","6","Friday","Viernes","Vendredi","9","343","50","December","Diciembre","Décembre","12","4","2005","2","2","2006","1"
